TargetID,Region,Quarter,Year,MonthlyTarget,YTDTarget,AreaManager,AchievementPercent
T001021,North,Q2,2023,7344,88128,Mr./Ms. Patel,71.12
T001022,North,Q4,2024,5251,63012,Mr./Ms. Singh,78.85
T001023,West,Q2,2023,17633,211596,Mr./Ms. Mehta,115.8
T001024,North,Q4,2025,12823,153876,Mr./Ms. Reddy,75.06
T001025,South,Q4,2025,6657,79884,Mr./Ms. Verma,72.82
T001026,North,Q2,2023,12050,144600,Mr./Ms. Patel,118.75
T001027,South,Q3,2024,16222,194664,Mr./Ms. Sharma,107.28
T001028,East,Q1,2023,17664,211968,Mr./Ms. Iyer,91.7
T001029,South,Q3,2023,11853,142236,Mr./Ms. Reddy,72.06
T001030,South,Q1,2025,18560,222720,Mr./Ms. Sharma,86.9
T001031,East,Q1,2023,13047,156564,Mr./Ms. Patel,73.13
T001032,Central,Q1,2024,16213,194556,Mr./Ms. Singh,78.98
T001033,East,Q3,2025,9999,119988,Mr./Ms. Iyer,85.82
T001034,North,Q4,2025,6666,79992,Mr./Ms. Gupta,83.63
T001035,South,Q3,2024,5007,60084,Mr./Ms. Patel,94.7
T001036,West,Q3,2025,17840,214080,Mr./Ms. Iyer,124.77
T001037,West,Q1,2025,11739,140868,Mr./Ms. Iyer,102.94
T001038,Central,Q4,2024,19136,229632,Mr./Ms. Verma,129.2
T001039,West,Q4,2025,11186,134232,Mr./Ms. Patel,83.56
T001040,West,Q1,2023,10724,128688,Mr./Ms. Iyer,74.79
T001041,North,Q3,2023,15468,185616,Mr./Ms. Patel,95.54
T001042,East,Q1,2025,17464,209568,Mr./Ms. Sharma,100.63
T001043,Central,Q1,2023,10520,126240,Mr./Ms. Singh,101.25
T001044,West,Q4,2024,13995,167940,Mr./Ms. Reddy,99.19
T001045,Central,Q2,2023,19309,231708,Mr./Ms. Mehta,86.15
T001046,Central,Q3,2025,15936,191232,Mr./Ms. Mehta,108.45
T001047,North,Q2,2023,5519,66228,Mr./Ms. Mehta,81.73
T001048,East,Q1,2023,18376,220512,Mr./Ms. Iyer,93.01
T001049,East,Q4,2025,9663,115956,Mr./Ms. Patel,123.13
T001050,North,Q2,2025,5586,67032,Mr./Ms. Patel,83.8
T001051,West,Q2,2024,13677,164124,Mr./Ms. Sharma,81.25
T001052,South,Q1,2025,14774,177288,Mr./Ms. Patel,100.52
T001053,North,Q1,2023,11377,136524,Mr./Ms. Gupta,101.31
T001054,Central,Q2,2024,19774,237288,Mr./Ms. Mehta,87.61
T001055,East,Q1,2024,12602,151224,Mr./Ms. Iyer,103.19
T001056,East,Q4,2025,13013,156156,Mr./Ms. Iyer,111.53
T001057,West,Q1,2024,7380,88560,Mr./Ms. Iyer,109.36
T001058,Central,Q1,2023,13061,156732,Mr./Ms. Iyer,105.27
T001059,North,Q4,2023,11360,136320,Mr./Ms. Sharma,121.22
T001060,Central,Q2,2025,15812,189744,Mr./Ms. Gupta,118.32
T001061,South,Q2,2023,13473,161676,Mr./Ms. Singh,73.32
T001062,South,Q1,2023,14587,175044,Mr./Ms. Mehta,79.17
T001063,Central,Q4,2025,9261,111132,Mr./Ms. Verma,105.85
T001064,East,Q1,2024,14976,179712,Mr./Ms. Iyer,90.59
T001065,South,Q4,2023,15614,187368,Mr./Ms. Sharma,71.23
T001066,North,Q1,2024,16751,201012,Mr./Ms. Mehta,110.43
T001067,West,Q3,2024,18877,226524,Mr./Ms. Iyer,102.96
T001068,North,Q4,2023,18754,225048,Mr./Ms. Sharma,128.68
T001069,North,Q4,2025,5190,62280,Mr./Ms. Reddy,99.06
T001070,South,Q4,2024,14562,174744,Mr./Ms. Verma,87.33
T001071,North,Q1,2023,11259,135108,Mr./Ms. Gupta,84.21
T001072,East,Q4,2024,14738,176856,Mr./Ms. Gupta,122.24
T001073,East,Q2,2025,11800,141600,Mr./Ms. Gupta,128.74
T001074,West,Q3,2023,5139,61668,Mr./Ms. Sharma,92.35
T001075,North,Q4,2023,5836,70032,Mr./Ms. Mehta,74.24
T001076,West,Q4,2023,16904,202848,Mr./Ms. Singh,88.48
T001077,South,Q3,2025,14317,171804,Mr./Ms. Reddy,90.23
T001078,South,Q4,2025,17172,206064,Mr./Ms. Iyer,123.02
T001079,West,Q1,2025,11062,132744,Mr./Ms. Verma,115.87
T001080,North,Q2,2023,5786,69432,Mr./Ms. Sharma,117.29
T001081,West,Q2,2025,8699,104388,Mr./Ms. Sharma,91.75
T001082,Central,Q3,2025,11103,133236,Mr./Ms. Singh,79.36
T001083,South,Q2,2023,17297,207564,Mr./Ms. Patel,101.37
T001084,West,Q3,2024,14416,172992,Mr./Ms. Reddy,93.61
T001085,South,Q2,2023,17111,205332,Mr./Ms. Gupta,104.88
T001086,Central,Q2,2023,10757,129084,Mr./Ms. Gupta,86.31
T001087,East,Q4,2024,9655,115860,Mr./Ms. Gupta,128.98
T001088,South,Q4,2023,9765,117180,Mr./Ms. Reddy,79.82
T001089,North,Q3,2024,11744,140928,Mr./Ms. Verma,89.14
T001090,North,Q3,2024,9914,118968,Mr./Ms. Patel,73.16
T001091,North,Q1,2024,12904,154848,Mr./Ms. Reddy,127.46
T001092,East,Q3,2024,17264,207168,Mr./Ms. Patel,122.12
T001093,South,Q2,2024,16108,193296,Mr./Ms. Reddy,97.68
T001094,Central,Q3,2025,16823,201876,Mr./Ms. Reddy,100.13
T001095,Central,Q1,2024,19204,230448,Mr./Ms. Sharma,106.29
T001096,North,Q3,2023,6242,74904,Mr./Ms. Gupta,111.65
T001097,Central,Q1,2024,19304,231648,Mr./Ms. Patel,121.27
T001098,East,Q3,2023,19033,228396,Mr./Ms. Gupta,85.8
T001099,Central,Q2,2023,12995,155940,Mr./Ms. Patel,106.74
T001100,Central,Q1,2025,6258,75096,Mr./Ms. Verma,112.63
T001101,Central,Q2,2023,12925,155100,Mr./Ms. Verma,99.22
T001102,South,Q1,2023,16652,199824,Mr./Ms. Reddy,73.12
T001103,South,Q1,2025,6261,75132,Mr./Ms. Gupta,80.31
T001104,East,Q4,2023,12601,151212,Mr./Ms. Sharma,118.51
T001105,North,Q2,2025,6938,83256,Mr./Ms. Reddy,128.76
T001106,South,Q2,2025,11810,141720,Mr./Ms. Reddy,122.73
T001107,East,Q4,2023,8322,99864,Mr./Ms. Singh,96.56
T001108,East,Q2,2023,19670,236040,Mr./Ms. Reddy,119.6
T001109,Central,Q4,2025,13596,163152,Mr./Ms. Iyer,72.62
T001110,East,Q2,2024,15450,185400,Mr./Ms. Patel,128.59
T001111,Central,Q4,2025,18783,225396,Mr./Ms. Patel,104.69
T001112,Central,Q1,2024,16839,202068,Mr./Ms. Singh,97.78
T001113,South,Q4,2025,11878,142536,Mr./Ms. Sharma,127.01
T001114,South,Q2,2025,10129,121548,Mr./Ms. Gupta,95.32
T001115,South,Q4,2024,11829,141948,Mr./Ms. Gupta,71.55
T001116,Central,Q4,2025,17275,207300,Mr./Ms. Gupta,89.09
T001117,East,Q2,2024,5105,61260,Mr./Ms. Verma,72.89
T001118,North,Q2,2025,8065,96780,Mr./Ms. Sharma,106.45
T001119,South,Q1,2025,14147,169764,Mr./Ms. Sharma,90.81
T001120,East,Q4,2024,14124,169488,Mr./Ms. Patel,123.25
T001121,East,Q1,2023,11238,134856,Mr./Ms. Verma,114.62
T001122,East,Q4,2025,16957,203484,Mr./Ms. Patel,72.13
T001123,West,Q3,2024,15015,180180,Mr./Ms. Gupta,97.68
T001124,West,Q4,2025,15752,189024,Mr./Ms. Singh,119.74
T001125,North,Q2,2023,12396,148752,Mr./Ms. Mehta,106.51
T001126,South,Q2,2025,12494,149928,Mr./Ms. Sharma,113.98
T001127,North,Q3,2025,9761,117132,Mr./Ms. Sharma,78.05
T001128,Central,Q1,2025,10228,122736,Mr./Ms. Singh,70.17
T001129,South,Q3,2025,18449,221388,Mr./Ms. Iyer,81.03
T001130,North,Q2,2025,19232,230784,Mr./Ms. Singh,92.94
T001131,West,Q1,2024,6542,78504,Mr./Ms. Sharma,119.89
T001132,South,Q3,2024,7843,94116,Mr./Ms. Sharma,117.15
T001133,Central,Q2,2023,14848,178176,Mr./Ms. Sharma,74.76
T001134,West,Q4,2023,18580,222960,Mr./Ms. Verma,104.06
T001135,South,Q3,2023,5277,63324,Mr./Ms. Reddy,102.06
T001136,Central,Q2,2024,8773,105276,Mr./Ms. Iyer,104.16
T001137,Central,Q4,2024,16332,195984,Mr./Ms. Iyer,100.88
T001138,East,Q4,2024,13084,157008,Mr./Ms. Mehta,106.13
T001139,East,Q3,2023,5098,61176,Mr./Ms. Singh,104.37
T001140,South,Q4,2025,18605,223260,Mr./Ms. Sharma,103.3
T001141,South,Q3,2024,14212,170544,Mr./Ms. Iyer,107.9
T001142,West,Q3,2024,7627,91524,Mr./Ms. Mehta,79.21
T001143,East,Q4,2025,10805,129660,Mr./Ms. Mehta,114.44
T001144,South,Q4,2025,18744,224928,Mr./Ms. Reddy,115.65
T001145,Central,Q4,2024,17599,211188,Mr./Ms. Singh,89.55
T001146,North,Q3,2024,16982,203784,Mr./Ms. Singh,116.17
T001147,West,Q4,2025,7701,92412,Mr./Ms. Verma,83.52
T001148,South,Q2,2025,19961,239532,Mr./Ms. Mehta,112.67
T001149,South,Q2,2023,7967,95604,Mr./Ms. Singh,108.14
T001150,Central,Q4,2025,9716,116592,Mr./Ms. Singh,114.57
T001151,Central,Q2,2024,9286,111432,Mr./Ms. Singh,121.37
T001152,Central,Q1,2023,19810,237720,Mr./Ms. Reddy,95.42
T001153,West,Q3,2025,11138,133656,Mr./Ms. Verma,124.98
T001154,North,Q1,2024,8118,97416,Mr./Ms. Reddy,115.3
T001155,South,Q3,2023,18235,218820,Mr./Ms. Iyer,81.93
T001156,South,Q4,2023,6512,78144,Mr./Ms. Sharma,110.39
T001157,North,Q2,2024,8672,104064,Mr./Ms. Sharma,105.0
T001158,South,Q3,2025,13776,165312,Mr./Ms. Singh,115.07
T001159,North,Q3,2023,18604,223248,Mr./Ms. Iyer,114.47
T001160,East,Q3,2023,15444,185328,Mr./Ms. Singh,77.09
T001161,West,Q1,2024,7198,86376,Mr./Ms. Patel,113.85
T001162,Central,Q4,2023,18090,217080,Mr./Ms. Sharma,96.09
T001163,South,Q4,2024,14091,169092,Mr./Ms. Singh,120.3
T001164,Central,Q1,2023,10067,120804,Mr./Ms. Reddy,109.32
T001165,North,Q4,2023,14377,172524,Mr./Ms. Patel,80.66
T001166,South,Q4,2025,12080,144960,Mr./Ms. Sharma,124.23
T001167,West,Q1,2024,11293,135516,Mr./Ms. Patel,116.4
T001168,North,Q1,2025,13317,159804,Mr./Ms. Sharma,105.58
T001169,West,Q2,2025,15920,191040,Mr./Ms. Singh,117.3
T001170,North,Q2,2023,11545,138540,Mr./Ms. Patel,115.16
T001171,West,Q3,2024,12173,146076,Mr./Ms. Gupta,121.66
T001172,North,Q2,2023,18858,226296,Mr./Ms. Iyer,86.62
T001173,Central,Q1,2025,19444,233328,Mr./Ms. Iyer,83.91
T001174,West,Q1,2023,5993,71916,Mr./Ms. Gupta,85.13
T001175,Central,Q4,2025,6012,72144,Mr./Ms. Reddy,110.27
T001176,South,Q1,2025,5152,61824,Mr./Ms. Verma,126.88
T001177,West,Q4,2023,10297,123564,Mr./Ms. Verma,74.48
T001178,West,Q4,2023,8121,97452,Mr./Ms. Gupta,89.7
T001179,West,Q3,2025,7388,88656,Mr./Ms. Mehta,92.85
T001180,Central,Q2,2023,14736,176832,Mr./Ms. Verma,73.3
T001181,South,Q4,2023,9219,110628,Mr./Ms. Singh,78.93
T001182,South,Q4,2023,15204,182448,Mr./Ms. Reddy,74.22
T001183,Central,Q3,2023,15914,190968,Mr./Ms. Reddy,112.72
T001184,East,Q1,2024,6294,75528,Mr./Ms. Sharma,83.97
T001185,East,Q3,2025,12975,155700,Mr./Ms. Singh,124.17
T001186,South,Q1,2023,18257,219084,Mr./Ms. Mehta,85.88
T001187,Central,Q2,2023,15092,181104,Mr./Ms. Singh,107.08
T001188,East,Q4,2024,11585,139020,Mr./Ms. Mehta,103.01
T001189,East,Q1,2025,12992,155904,Mr./Ms. Verma,106.97
T001190,East,Q1,2025,6244,74928,Mr./Ms. Verma,107.75
T001191,Central,Q1,2024,8998,107976,Mr./Ms. Reddy,128.43
T001192,West,Q3,2023,15050,180600,Mr./Ms. Patel,98.78
T001193,North,Q4,2024,18444,221328,Mr./Ms. Patel,103.64
T001194,South,Q3,2024,10587,127044,Mr./Ms. Patel,108.83
T001195,South,Q3,2023,10028,120336,Mr./Ms. Gupta,92.73
T001196,East,Q4,2024,11416,136992,Mr./Ms. Gupta,123.77
T001197,Central,Q1,2025,7075,84900,Mr./Ms. Reddy,88.96
T001198,East,Q3,2024,9198,110376,Mr./Ms. Gupta,98.09
T001199,East,Q2,2024,19400,232800,Mr./Ms. Singh,94.82
T001200,East,Q1,2024,8596,103152,Mr./Ms. Verma,103.7
T001201,South,Q4,2023,18123,217476,Mr./Ms. Singh,79.28
T001202,West,Q1,2024,6557,78684,Mr./Ms. Sharma,86.33
T001203,North,Q3,2024,16159,193908,Mr./Ms. Singh,126.99
T001204,Central,Q2,2023,15271,183252,Mr./Ms. Singh,77.14
T001205,South,Q3,2024,14112,169344,Mr./Ms. Patel,126.28
T001206,West,Q3,2024,13801,165612,Mr./Ms. Singh,92.46
T001207,West,Q4,2024,7142,85704,Mr./Ms. Mehta,98.58
T001208,North,Q4,2024,17648,211776,Mr./Ms. Patel,81.8
T001209,Central,Q1,2025,17911,214932,Mr./Ms. Verma,83.61
T001210,South,Q3,2024,7271,87252,Mr./Ms. Singh,75.11
T001211,South,Q2,2024,9472,113664,Mr./Ms. Singh,119.83
T001212,Central,Q3,2023,19489,233868,Mr./Ms. Sharma,107.97
T001213,Central,Q1,2023,19383,232596,Mr./Ms. Patel,113.18
T001214,South,Q4,2024,14620,175440,Mr./Ms. Reddy,100.7
T001215,North,Q3,2025,9791,117492,Mr./Ms. Verma,112.66
T001216,West,Q3,2024,18787,225444,Mr./Ms. Patel,82.87
T001217,North,Q3,2024,6160,73920,Mr./Ms. Gupta,84.13
T001218,West,Q1,2024,18910,226920,Mr./Ms. Verma,80.9
T001219,East,Q1,2024,16723,200676,Mr./Ms. Reddy,80.11
T001220,East,Q2,2025,6175,74100,Mr./Ms. Patel,100.64
T001221,South,Q4,2024,12052,144624,Mr./Ms. Verma,122.1
T001222,East,Q2,2025,9370,112440,Mr./Ms. Gupta,91.62
T001223,North,Q1,2023,10609,127308,Mr./Ms. Reddy,106.42
T001224,West,Q3,2023,9029,108348,Mr./Ms. Sharma,101.03
T001225,North,Q2,2024,19531,234372,Mr./Ms. Verma,123.7
T001226,West,Q1,2025,7624,91488,Mr./Ms. Iyer,93.4
T001227,Central,Q1,2025,14725,176700,Mr./Ms. Singh,88.91
T001228,South,Q4,2023,19749,236988,Mr./Ms. Gupta,76.0
T001229,North,Q3,2025,5350,64200,Mr./Ms. Mehta,104.52
T001230,East,Q4,2023,9347,112164,Mr./Ms. Mehta,76.81
T001231,West,Q2,2023,13932,167184,Mr./Ms. Reddy,73.04
T001232,South,Q3,2023,13349,160188,Mr./Ms. Mehta,89.3
T001233,South,Q4,2024,13259,159108,Mr./Ms. Iyer,119.44
T001234,West,Q3,2025,7783,93396,Mr./Ms. Verma,93.08
T001235,East,Q4,2023,14125,169500,Mr./Ms. Reddy,96.28
T001236,Central,Q1,2024,8735,104820,Mr./Ms. Reddy,73.15
T001237,Central,Q1,2025,5366,64392,Mr./Ms. Patel,125.88
T001238,Central,Q2,2024,14122,169464,Mr./Ms. Mehta,106.02
T001239,South,Q3,2025,6647,79764,Mr./Ms. Patel,117.74
T001240,South,Q4,2024,13086,157032,Mr./Ms. Mehta,112.13
T001241,East,Q1,2023,8431,101172,Mr./Ms. Sharma,124.96
T001242,North,Q3,2023,6828,81936,Mr./Ms. Patel,87.55
T001243,West,Q2,2023,7760,93120,Mr./Ms. Singh,129.89
T001244,East,Q3,2025,13221,158652,Mr./Ms. Patel,113.0
T001245,South,Q3,2024,8423,101076,Mr./Ms. Singh,77.08
T001246,East,Q4,2024,18915,226980,Mr./Ms. Gupta,128.78
T001247,Central,Q4,2025,7237,86844,Mr./Ms. Verma,112.3
T001248,East,Q2,2025,11385,136620,Mr./Ms. Patel,94.5
T001249,South,Q1,2023,16551,198612,Mr./Ms. Patel,120.91
T001250,North,Q4,2023,15878,190536,Mr./Ms. Mehta,105.73
T001251,Central,Q1,2025,12269,147228,Mr./Ms. Mehta,83.51
T001252,South,Q3,2025,13628,163536,Mr./Ms. Iyer,108.14
T001253,East,Q1,2024,6504,78048,Mr./Ms. Verma,125.45
T001254,North,Q4,2023,11934,143208,Mr./Ms. Iyer,85.45
T001255,East,Q2,2023,8437,101244,Mr./Ms. Iyer,116.68
T001256,North,Q2,2024,12228,146736,Mr./Ms. Verma,89.19
T001257,South,Q4,2025,5724,68688,Mr./Ms. Patel,76.81
T001258,West,Q1,2023,12133,145596,Mr./Ms. Reddy,117.15
T001259,South,Q3,2024,14208,170496,Mr./Ms. Iyer,81.81
T001260,Central,Q1,2024,6020,72240,Mr./Ms. Gupta,116.3
T001261,Central,Q2,2023,10393,124716,Mr./Ms. Patel,85.25
T001262,North,Q2,2025,15718,188616,Mr./Ms. Reddy,71.57
T001263,North,Q1,2025,6008,72096,Mr./Ms. Sharma,129.21
T001264,West,Q4,2025,9818,117816,Mr./Ms. Gupta,116.8
T001265,Central,Q4,2025,13111,157332,Mr./Ms. Iyer,77.67
T001266,Central,Q2,2023,10861,130332,Mr./Ms. Sharma,73.05
T001267,East,Q1,2024,8748,104976,Mr./Ms. Gupta,88.81
T001268,South,Q2,2025,15656,187872,Mr./Ms. Sharma,123.89
T001269,West,Q3,2024,17828,213936,Mr./Ms. Mehta,84.76
T001270,East,Q1,2024,18734,224808,Mr./Ms. Singh,76.24
T001271,North,Q3,2024,18325,219900,Mr./Ms. Gupta,77.91
T001272,West,Q2,2023,9594,115128,Mr./Ms. Patel,111.76
T001273,West,Q1,2023,7531,90372,Mr./Ms. Patel,121.09
T001274,North,Q1,2025,17448,209376,Mr./Ms. Iyer,126.59
T001275,East,Q4,2023,18732,224784,Mr./Ms. Sharma,113.63
T001276,West,Q1,2024,10216,122592,Mr./Ms. Reddy,108.82
T001277,Central,Q2,2023,16922,203064,Mr./Ms. Patel,94.0
T001278,East,Q1,2025,18318,219816,Mr./Ms. Verma,89.01
T001279,North,Q2,2025,19600,235200,Mr./Ms. Sharma,94.31
T001280,West,Q1,2024,9601,115212,Mr./Ms. Gupta,89.29
T001281,Central,Q4,2024,13472,161664,Mr./Ms. Sharma,111.62
T001282,South,Q4,2025,12282,147384,Mr./Ms. Gupta,115.56
T001283,South,Q1,2025,12141,145692,Mr./Ms. Sharma,109.28
T001284,Central,Q2,2025,8431,101172,Mr./Ms. Verma,76.23
T001285,South,Q4,2025,11951,143412,Mr./Ms. Sharma,113.76
T001286,South,Q2,2024,15114,181368,Mr./Ms. Verma,85.6
T001287,North,Q3,2025,17189,206268,Mr./Ms. Sharma,104.04
T001288,West,Q1,2023,9132,109584,Mr./Ms. Iyer,107.73
T001289,West,Q3,2025,5076,60912,Mr./Ms. Gupta,116.85
T001290,South,Q2,2023,15647,187764,Mr./Ms. Mehta,85.81
T001291,Central,Q2,2023,15399,184788,Mr./Ms. Reddy,127.42
T001292,West,Q3,2025,18732,224784,Mr./Ms. Verma,110.09
T001293,South,Q2,2024,11489,137868,Mr./Ms. Iyer,113.75
T001294,Central,Q2,2024,8384,100608,Mr./Ms. Sharma,96.07
T001295,East,Q4,2025,19002,228024,Mr./Ms. Verma,119.93
T001296,North,Q1,2025,12896,154752,Mr./Ms. Reddy,122.74
T001297,East,Q4,2025,5506,66072,Mr./Ms. Verma,112.64
T001298,West,Q1,2023,6239,74868,Mr./Ms. Iyer,93.54
T001299,Central,Q4,2023,7040,84480,Mr./Ms. Verma,87.04
T001300,Central,Q2,2023,16513,198156,Mr./Ms. Mehta,125.74
T001301,West,Q4,2024,5412,64944,Mr./Ms. Mehta,77.3
T001302,South,Q2,2025,13223,158676,Mr./Ms. Gupta,100.64
T001303,South,Q3,2023,15196,182352,Mr./Ms. Singh,125.92
T001304,South,Q3,2024,16213,194556,Mr./Ms. Singh,123.47
T001305,South,Q4,2025,15129,181548,Mr./Ms. Mehta,82.29
T001306,North,Q1,2023,10346,124152,Mr./Ms. Gupta,73.93
T001307,Central,Q2,2025,5881,70572,Mr./Ms. Reddy,116.28
T001308,East,Q1,2025,13652,163824,Mr./Ms. Verma,118.55
T001309,East,Q3,2023,14597,175164,Mr./Ms. Singh,113.71
T001310,East,Q4,2025,9732,116784,Mr./Ms. Sharma,79.86
T001311,East,Q4,2023,7882,94584,Mr./Ms. Patel,108.35
T001312,West,Q2,2025,8536,102432,Mr./Ms. Reddy,85.21
T001313,South,Q3,2024,7841,94092,Mr./Ms. Gupta,77.35
T001314,West,Q4,2025,11331,135972,Mr./Ms. Singh,76.49
T001315,East,Q1,2024,12851,154212,Mr./Ms. Singh,97.49
T001316,West,Q4,2024,13930,167160,Mr./Ms. Patel,97.34
T001317,North,Q2,2025,18144,217728,Mr./Ms. Mehta,127.07
T001318,Central,Q2,2023,19716,236592,Mr./Ms. Verma,128.09
T001319,East,Q1,2023,14209,170508,Mr./Ms. Sharma,86.12
T001320,East,Q2,2023,8585,103020,Mr./Ms. Patel,127.29
T001321,Central,Q1,2023,7530,90360,Mr./Ms. Iyer,88.03
T001322,Central,Q1,2023,17827,213924,Mr./Ms. Gupta,101.14
T001323,West,Q3,2024,14736,176832,Mr./Ms. Singh,97.99
T001324,West,Q4,2023,6742,80904,Mr./Ms. Sharma,116.74
T001325,South,Q4,2024,8158,97896,Mr./Ms. Singh,70.44
T001326,West,Q3,2024,8333,99996,Mr./Ms. Mehta,109.89
T001327,East,Q4,2024,7639,91668,Mr./Ms. Gupta,116.9
T001328,South,Q4,2024,17966,215592,Mr./Ms. Verma,89.89
T001329,West,Q1,2023,13459,161508,Mr./Ms. Patel,72.76
T001330,North,Q2,2024,16173,194076,Mr./Ms. Reddy,86.01
T001331,South,Q2,2025,14861,178332,Mr./Ms. Verma,120.99
T001332,East,Q3,2024,17376,208512,Mr./Ms. Gupta,123.85
T001333,West,Q4,2025,9085,109020,Mr./Ms. Iyer,103.47
T001334,South,Q2,2023,16693,200316,Mr./Ms. Gupta,129.5
T001335,East,Q1,2024,5243,62916,Mr./Ms. Reddy,102.85
T001336,Central,Q3,2024,14989,179868,Mr./Ms. Singh,97.57
T001337,South,Q1,2024,8897,106764,Mr./Ms. Sharma,101.86
T001338,West,Q4,2025,17546,210552,Mr./Ms. Iyer,72.24
T001339,Central,Q3,2024,11473,137676,Mr./Ms. Singh,96.22
T001340,Central,Q4,2024,10490,125880,Mr./Ms. Reddy,108.76
T001341,East,Q4,2024,19502,234024,Mr./Ms. Reddy,126.22
T001342,West,Q3,2024,14555,174660,Mr./Ms. Patel,83.33
T001343,Central,Q1,2023,14314,171768,Mr./Ms. Sharma,97.86
T001344,East,Q1,2025,9393,112716,Mr./Ms. Gupta,107.34
T001345,West,Q1,2025,17298,207576,Mr./Ms. Reddy,100.9
T001346,East,Q3,2025,13244,158928,Mr./Ms. Reddy,73.23
T001347,Central,Q1,2025,10680,128160,Mr./Ms. Patel,120.99
T001348,West,Q1,2025,6337,76044,Mr./Ms. Verma,105.65
T001349,South,Q2,2023,18932,227184,Mr./Ms. Singh,71.13
T001350,South,Q1,2024,6946,83352,Mr./Ms. Sharma,71.31
T001351,South,Q1,2023,18475,221700,Mr./Ms. Reddy,84.11
T001352,West,Q2,2023,18293,219516,Mr./Ms. Mehta,71.61
T001353,Central,Q2,2025,19740,236880,Mr./Ms. Reddy,118.06
T001354,South,Q4,2023,19988,239856,Mr./Ms. Singh,71.61
T001355,North,Q1,2025,18906,226872,Mr./Ms. Reddy,86.99
T001356,East,Q4,2025,17134,205608,Mr./Ms. Sharma,118.18
T001357,North,Q4,2023,14933,179196,Mr./Ms. Verma,74.33
T001358,Central,Q2,2023,15117,181404,Mr./Ms. Reddy,92.87
T001359,North,Q2,2023,17949,215388,Mr./Ms. Gupta,89.71
T001360,Central,Q1,2025,12769,153228,Mr./Ms. Mehta,110.84
T001361,South,Q4,2024,16771,201252,Mr./Ms. Patel,106.51
T001362,East,Q1,2023,12341,148092,Mr./Ms. Sharma,129.52
T001363,North,Q2,2025,10701,128412,Mr./Ms. Sharma,120.4
T001364,Central,Q2,2023,18802,225624,Mr./Ms. Iyer,107.86
T001365,Central,Q2,2023,16708,200496,Mr./Ms. Patel,85.22
T001366,South,Q4,2025,18917,227004,Mr./Ms. Iyer,90.15
T001367,East,Q4,2025,17816,213792,Mr./Ms. Iyer,97.96
T001368,South,Q2,2024,5874,70488,Mr./Ms. Verma,113.4
T001369,East,Q2,2025,14659,175908,Mr./Ms. Singh,121.66
T001370,North,Q4,2023,11932,143184,Mr./Ms. Iyer,100.47
T001371,East,Q4,2025,14219,170628,Mr./Ms. Sharma,75.52
T001372,South,Q4,2025,8939,107268,Mr./Ms. Verma,127.59
T001373,South,Q3,2025,15862,190344,Mr./Ms. Iyer,74.77
T001374,West,Q3,2023,8413,100956,Mr./Ms. Verma,106.28
T001375,East,Q1,2024,5855,70260,Mr./Ms. Verma,113.36
T001376,West,Q3,2025,5901,70812,Mr./Ms. Patel,108.53
T001377,North,Q2,2023,11378,136536,Mr./Ms. Reddy,70.8
T001378,West,Q1,2025,17685,212220,Mr./Ms. Patel,110.07
T001379,East,Q1,2025,16708,200496,Mr./Ms. Patel,112.39
T001380,West,Q2,2023,6680,80160,Mr./Ms. Iyer,88.76
T001381,East,Q3,2023,13347,160164,Mr./Ms. Verma,90.5
T001382,West,Q3,2024,5264,63168,Mr./Ms. Verma,95.64
T001383,East,Q2,2025,9464,113568,Mr./Ms. Patel,116.16
T001384,Central,Q2,2024,10708,128496,Mr./Ms. Iyer,95.1
T001385,Central,Q3,2023,11360,136320,Mr./Ms. Iyer,117.11
T001386,South,Q2,2023,9220,110640,Mr./Ms. Singh,119.79
T001387,South,Q3,2024,14888,178656,Mr./Ms. Iyer,72.33
T001388,North,Q2,2025,12155,145860,Mr./Ms. Gupta,116.5
T001389,Central,Q3,2025,5797,69564,Mr./Ms. Singh,75.38
T001390,North,Q1,2025,8621,103452,Mr./Ms. Patel,119.15
T001391,North,Q1,2023,18592,223104,Mr./Ms. Gupta,122.77
T001392,Central,Q1,2024,7534,90408,Mr./Ms. Reddy,111.39
T001393,Central,Q2,2024,19372,232464,Mr./Ms. Sharma,90.67
T001394,East,Q3,2025,7205,86460,Mr./Ms. Mehta,117.83
T001395,North,Q3,2025,6509,78108,Mr./Ms. Patel,114.73
T001396,West,Q1,2023,14970,179640,Mr./Ms. Sharma,109.35
T001397,Central,Q2,2023,10814,129768,Mr./Ms. Reddy,84.56
T001398,South,Q2,2024,9240,110880,Mr./Ms. Verma,103.83
T001399,Central,Q4,2023,6956,83472,Mr./Ms. Patel,123.03
T001400,North,Q3,2025,8851,106212,Mr./Ms. Mehta,80.72
T001401,Central,Q1,2025,12501,150012,Mr./Ms. Singh,103.86
T001402,North,Q2,2023,6761,81132,Mr./Ms. Singh,80.82
T001403,West,Q4,2023,12399,148788,Mr./Ms. Reddy,72.3
T001404,Central,Q1,2024,15361,184332,Mr./Ms. Singh,76.98
T001405,South,Q3,2025,17718,212616,Mr./Ms. Iyer,104.3
T001406,East,Q3,2024,12190,146280,Mr./Ms. Sharma,96.75
T001407,West,Q4,2025,17320,207840,Mr./Ms. Iyer,87.29
T001408,South,Q4,2024,7149,85788,Mr./Ms. Gupta,111.85
T001409,South,Q2,2023,7113,85356,Mr./Ms. Reddy,127.82
